100,1.18643,0.908533
110,1.22732,0.968659
121,1.1395,1.01635
134,1.14523,0.94453
148,1.16387,1.06434
163,1.14708,0.894951
180,1.07208,1.05179
198,1.13922,0.965683
218,1.1591,0.932716
240,1.0765,0.923272
264,1.18862,1.00665
291,1.11539,1.00976
321,1.20375,0.883347
354,1.19998,1.01249
390,1.0793,0.922194
429,1.15473,1.01229
472,1.14123,0.994126
520,1.19858,0.979572
572,1.16231,0.9379
630,1.04928,0.90227
693,1.14661,0.991974
763,1.16888,0.962761
840,1.17892,0.991286
924,1.18403,0.939256
1017,1.11115,0.995263
1119,1.13,0.962586
1231,1.2087,0.994051
1355,1.15901,0.990215
1491,1.14928,0.925521
1641,1.37496,0.988346
1806,1.11412,0.917064
1987,1.18131,0.991631
2186,1.14999,1.03589
2405,1.13963,0.922342
2646,1.25995,0.978231
2911,1.17932,0.951888
3203,1.17898,0.919444
3524,1.20446,0.98098
3877,1.16726,0.935278
4265,1.30786,0.970033
4692,1.15449,1.03413
5162,1.20465,1.00654
5679,1.13787,1.02986
6247,0.983733,1.1425
6872,1.02333,1.20174
7560,1.13828,1.00481
8316,1.16493,0.941727
9148,1.01355,0.874822
10063,1.17487,0.967374
11070,1.10871,1.0517
12177,1.19111,0.92835
13395,1.2219,1.00754
14735,1.06751,0.922478
16209,1.14904,0.946887
17830,1.13797,0.93739
19613,1.14706,0.913981
21575,1.16775,0.980699
23733,1.16219,0.909406
26107,1.19244,0.997461
28718,1.14457,0.965927
31590,1.187,0.889512
34749,1.25033,1.01947
38224,1.43358,0.932693
42047,1.55913,1.03714
46252,1.62666,0.972287
50878,1.80194,0.899553
55966,1.90268,0.990186
61563,1.96374,1.01131
67720,2.03269,0.993864
74492,2.13779,0.940351
81942,2.19024,0.932793
90137,2.20648,1.03016
99151,2.29496,0.956547
109067,2.37865,0.976427
119974,2.49876,1.00452
131972,2.47764,0.980603
145170,2.72969,0.996101
159687,2.83414,0.966863
175656,2.76963,0.937166
193222,3.0255,0.986311
212545,3.05656,0.984172
233800,3.36636,1.01592
257180,3.53799,0.930285
282898,4.07541,0.953119
311188,4.66192,0.952523
342307,5.1318,0.981247
376538,5.54713,0.977582
414192,6.04567,1.01377
455612,6.57462,1.00453
501174,7.077,1.08978
551292,7.51477,1.00224
606422,7.91701,1.02124
667065,8.25526,0.99647
733772,8.52312,1.01902
807150,8.80732,1.0048
887865,9.14031,1.00521
976652,9.34497,0.990136
1074318,9.70644,1.00495
1181750,9.80667,1.0047
1299925,9.97808,1.00848
1429918,10.3539,0.996016
1572910,10.2963,0.896066
1730201,10.4323,0.973584
1903222,10.5602,0.963975
2093545,8.67711,1.00467
2302900,10.7283,1.01187
2533190,10.9949,0.955133
2786509,10.9309,0.989143
3065160,11.0553,1.01043
3371676,11.1235,1.03027
3708844,11.2709,0.943711
4079729,10.1426,1.03928
4487702,10.3462,0.999616
4936473,10.8928,1.00445
5430121,10.9228,1.09907
5973133,11.4689,1.00408
6570447,13.1971,1.0155
7227492,14.4674,0.984216
7950242,16.65,0.98371
8745266,14.7871,1.0556
9619793,17.6346,1.08999
10581773,19.8177,1.10516
11639951,23.8638,1.02578
12803946,27.2231,1.08842
14084341,30.8938,1.09685
15492775,33.7936,1.13143
17042052,36.5216,1.12117
18746258,39.3265,1.08899
20620884,41.9306,1.09031
22682972,44.055,1.19834
24951270,46.1237,1.13706
27446398,47.5201,1.19159
30191038,49.2161,1.21187
33210142,50.6958,1.17411
36531156,52.3036,1.18872
40184272,53.1155,1.1413
44202700,54.2831,1.1434
48622972,55.1966,1.21748
53485272,56.2453,1.19674
58833800,56.951,1.17425
64717180,57.8756,1.24434
71188896,58.6339,1.19918
78307784,59.3435,1.24709
86138568,60.1975,1.12927
94752424,60.9165,1.21978
104227672,61.7827,1.18328
114650440,62.2473,1.21037
126115488,62.8683,1.16018
138727040,63.3289,1.22743
152599744,63.8215,1.21086
167859728,64.4194,1.22778
184645712,64.6974,1.18405
203110288,65.1172,1.19759
223421328,65.2688,1.19764
245763472,65.6116,1.19563
270339840,65.6893,1.24155
297373824,66.0657,1.2404
327111200,66.2838,1.24253
359822336,66.5115,1.23814
395804576,66.5726,1.22704
435385056,67.006,1.25758
478923584,66.8842,1.25731
526815968,67.1658,1.23193
579497600,67.3569,1.22047
637447360,67.5068,1.24385
701192128,67.5894,1.24134
771311360,67.4686,1.30784
848442496,67.5647,1.25288
933286784,67.9347,1.23113
1026615488,67.9793,1.18467
1129277056,67.8887,1.28423
1242204800,67.8165,1.32393
1366425344,67.9407,1.21159
1503067904,67.9143,1.27952
1653374720,68.0065,1.26709
1818712192,68.0902,1.19022
2000583424,67.949,1.19336
2200641792,68.0929,1.22924
2420706048,68.2165,1.24249
2662776832,68.1678,1.24297
2929054464,68.2667,1.22904
3221959936,68.2499,1.24173
3544155904,68.8823,1.25554
3898571520,69.0815,1.232
4288428800,69.387,1.25065
4717271552,69.8518,1.25449
5188998656,69.9374,1.21486
5707898880,70.1765,1.25736
